#3434343434ttttt
#intensity	time
-5.878924264838452096e-01	1.720004217000000057e+00
-9.511591749823716802e-01	1.740010579999999862e+00
-9.510233578133299170e-01	1.760003414999999904e+00
-5.877145935195482451e-01	1.780002779999999785e+00
1.113694593420353661e-04	1.800003545000000038e+00
5.878592358641575588e-01	1.820002911000000001e+00
9.510921967639501817e-01	1.840003675999999810e+00
9.510269800482569202e-01	1.860003041999999773e+00
5.877240742555835951e-01	1.880002407000000098e+00
-3.927933193754957813e-04	1.900012503000000130e+00
-5.878971788116265085e-01	1.920004403999999720e+00
-9.511971747200290705e-01	1.940014499000000114e+00
-9.509263635282060312e-01	1.960013398000000073e+00
-5.877217104335149545e-01	1.980002499999999888e+00
7.329335653182030680e-05	2.000002332999999854e+00
5.878758312976916089e-01	2.020003563999999585e+00
9.510759014096807906e-01	2.040001997000000067e+00
9.509798613774490539e-01	2.060007892999999868e+00
5.877193211888984692e-01	2.080002593999999760e+00
-1.055260970202760690e-04	2.100003358999999570e+00
-5.879137736795038149e-01	2.120005057000000193e+00
-9.510994458417089126e-01	2.140004422999999711e+00
-9.510197354478123755e-01	2.160003788000000036e+00
-5.876695271479213112e-01	2.180004552999999845e+00
9.380795651209156952e-05	2.200002986000000327e+00
5.878805836963587605e-01	2.220003751000000136e+00
9.510822393455358181e-01	2.240002650000000095e+00
9.509372403260711870e-01	2.260012278999999680e+00
5.875485531798407823e-01	2.280009311999999788e+00
-1.260406969133270481e-04	2.300004011999999598e+00
-5.878355240420933825e-01	2.320001977999999632e+00
-9.511103039219495070e-01	2.340005542000000105e+00
-9.510224546620252850e-01	2.360003508000000139e+00
-5.877003595551710813e-01	2.380003340000000023e+00
4.367441968008508213e-04	2.400013901999999533e+00
5.878853106609597257e-01	2.420003936999999716e+00
9.510885768811290220e-01	2.440003303000000123e+00
9.510260769295143524e-01	2.460003135000000007e+00
5.876861254089080777e-01	2.480003899999999817e+00
-1.026044158914773665e-04	2.500003266000000224e+00
-5.879114102601346037e-01	2.520004963999999958e+00
-9.510985336706480053e-01	2.540004329000000283e+00
-9.510342338365433967e-01	2.560002295000000316e+00
-5.877074765600950323e-01	2.580003060000000126e+00
9.085485941511972521e-05	2.600002892000000010e+00
5.879849026298913373e-01	2.620007855999999968e+00
9.510858594569978619e-01	2.640003023000000226e+00
9.510287959721137607e-01	2.660002855000000110e+00
5.875865067127670205e-01	2.680007819000000069e+00
-4.162295986389443533e-04	2.700013248999999504e+00
-5.878687153687368605e-01	2.720003283999999688e+00
-9.510912942316637197e-01	2.740003583000000020e+00
-9.510324180109781533e-01	2.760002481999999979e+00
-5.876908786172613253e-01	2.780003713000000154e+00
1.113694593408107191e-04	2.800003545000000038e+00
5.881437383289725984e-01	2.820014106999999548e+00
9.511103039219503952e-01	2.840005542000000105e+00
9.510360399192561154e-01	2.860002108999999848e+00
5.877122042596657492e-01	2.880002873999999657e+00
-3.048287304608644191e-04	2.900009703000000272e+00
-5.879327316790465829e-01	2.920005802999999567e+00
-9.511655173545026098e-01	2.940011233999999973e+00
-9.510079545734472228e-01	2.960005000999999858e+00
-5.876742550085390926e-01	2.980004367000000265e+00
1.319154751274559335e-04	3.000004199000000149e+00
5.881247839246579456e-01	3.020013361000000174e+00
9.510849568677005594e-01	3.040002929999999992e+00
9.510296990664126593e-01	3.060002761999999876e+00
5.877074765600925899e-01	3.080003060000000126e+00
-1.934592744073220796e-04	3.100006158000000234e+00
-5.883404791742272710e-01	3.120021850999999735e+00
-9.553597295614426610e-01	3.140453207000000191e+00
-9.510152000232431346e-01	3.160004254999999596e+00
-5.876813721802788271e-01	3.180004086999999480e+00
3.576074841102770056e-04	3.200011382999999654e+00
5.881295098519284670e-01	3.220013546999999754e+00
9.511094015525585199e-01	3.240005448999999871e+00
9.510233578133293619e-01	3.260003414999999904e+00
5.875604249194784634e-01	3.280008845000000228e+00
-1.113694593437511161e-04	3.300003545000000038e+00
-5.879659455190578976e-01	3.320007109999999706e+00
-9.511555575169320376e-01	3.340010206999999731e+00
-7.047712048432988041e-01	3.375104965000000234e+00
-9.466999300161094144e-02	3.396982041000000230e+00
2.811252597173449774e-01	3.409070763999999976e+00
8.960659527234601240e-01	3.435358710000000038e+00
8.424287016963507568e-01	3.468112511000000175e+00
7.410739012733305042e-01	3.473431680000000021e+00
2.692926273034282336e-01	3.491321012000000223e+00
-1.172442375512131475e-04	3.500003731999999701e+00
-5.879469626729763032e-01	3.520006363000000249e+00
-9.542041960173415216e-01	3.540329488000000246e+00
-9.296157019949088385e-01	3.562013894999999764e+00
-5.876244589530220663e-01	3.580006326000000350e+00
7.257549387371225666e-03	3.600231016999999589e+00
5.880204781055408114e-01	3.620009256000000342e+00
9.511537535845592251e-01	3.640010021000000151e+00
9.509517506133055020e-01	3.660010785999999960e+00
5.616203417590958091e-01	3.681017816999999859e+00
-4.015583621924766330e-04	3.700012781999999945e+00
-5.896456967731099619e-01	3.720073260999999576e+00
-9.511953715370836671e-01	3.740014312999999646e+00
-9.510142967986201512e-01	3.760004347999999830e+00
-5.875248347430844786e-01	3.780010244999999713e+00
4.777733925621710509e-04	3.800015207999999589e+00
5.878829471811582996e-01	3.820003843999999482e+00
9.511419884333699448e-01	3.840008808000000329e+00
9.508773693563382645e-01	3.860018436999999913e+00
5.876529286396163787e-01	3.880005205999999873e+00
-3.781220827557115675e-04	3.900012035999999682e+00
-6.229190018495306402e-01	3.921405338999999657e+00
-9.511971747200239635e-01	3.940014499000000114e+00
-9.509263635282090288e-01	3.960013398000000073e+00
-5.874370746807716648e-01	3.980013696999999517e+00
1.026044158860876890e-04	4.000003266000000224e+00
5.880773710912134966e-01	4.020011495000000323e+00
9.510894794378635941e-01	4.040003396000000357e+00
9.509979887986571567e-01	4.060006027000000017e+00
5.877074765600878159e-01	4.080003060000000126e+00
-1.348371562549088431e-04	4.100004291999999495e+00
-5.879019057057812692e-01	4.120004589999999745e+00
-9.511989875647582915e-01	4.140014685999999777e+00
-9.509698831012547426e-01	4.160008920000000110e+00
-5.877050872849662877e-01	4.180003153999999554e+00
7.913671885725025168e-05	4.200002518999999879e+00
5.878924264838283342e-01	4.220004216999999613e+00
9.581148988582540715e-01	4.240754667000000033e+00
9.500994743645685414e-01	4.260098117000000073e+00
5.877027234225608021e-01	4.280003246999999789e+00
-8.205840002374175778e-05	4.300002612000000113e+00
-5.880726195329114558e-01	4.320011307999999772e+00
-9.510967287119592717e-01	4.340004142999999814e+00
-9.510043316526716195e-01	4.360005373999999989e+00
-5.876884893065174031e-01	4.380003806999999583e+00
1.143225564291182837e-04	4.400003639000000355e+00
5.878853106609577273e-01	4.420003936999999716e+00
9.511112062832182135e-01	4.440005635000000339e+00
9.510215515026150257e-01	4.460003600999999485e+00
5.874370746807807686e-01	4.480013696999999517e+00
-1.319154751362770837e-04	4.500004199000000149e+00
-5.918050201330237181e-01	4.520158445999999941e+00
-9.511573711151278809e-01	4.540010394000000282e+00
-9.510115773636386161e-01	4.560004627999999727e+00
-5.876956063872866842e-01	4.580003526999999686e+00
1.348371562578492265e-04	4.600004291999999495e+00
5.950160433272092542e-01	4.620285431000000109e+00
9.511537535845566715e-01	4.640010021000000151e+00
9.509109454279585094e-01	4.660014984000000027e+00
5.876813721802717216e-01	4.680004086999999480e+00
-3.722473049292275679e-04	4.700011849000000019e+00
-5.879042945586234747e-01	4.720004684000000061e+00
-9.510867620381634469e-01	4.740003115999999572e+00
-9.510233578133354682e-01	4.760003414999999904e+00
-5.874655491545934805e-01	4.780012576999999929e+00
1.113694593383614251e-04	4.800003545000000038e+00
5.879066579931044867e-01	4.820004777000000296e+00
9.510967287119513891e-01	4.840004142999999814e+00
9.510179193601957515e-01	4.860003974999999699e+00
5.877003595551821835e-01	4.880003340000000023e+00
-1.143225564320586807e-04	4.900003639000000355e+00
-6.230680454985474404e-01	4.921411403999999656e+00
-9.510885768811248031e-01	4.940003303000000123e+00
-9.510260769295142413e-01	4.960003135000000007e+00
-5.876861254089077446e-01	4.980003899999999817e+00
4.689769341205501886e-04	5.000014927999999692e+00
5.878876995494385360e-01	5.020004031000000033e+00
9.510759014096774600e-01	5.040001997000000067e+00
9.510251738026543888e-01	5.060003228000000242e+00
5.877193211888956936e-01	5.080002593999999760e+00
-7.621503766754227722e-05	5.100002425999999645e+00
-5.879256161138367576e-01	5.120005522999999670e+00
-9.511492242133658959e-01	5.140009553999999703e+00
-9.510152000232439118e-01	5.160004254999999596e+00
-5.875509427906968618e-01	5.180009218000000359e+00
1.084477781829675549e-04	5.200003451999999804e+00
5.882006504167673899e-01	5.220016346999999612e+00
9.510777067430430387e-01	5.240002182999999647e+00
9.510188322639543390e-01	5.260003881000000270e+00
5.877027234225790098e-01	5.280003246999999789e+00
-3.019070494056077733e-04	5.300009610000000038e+00
-5.878711042928188579e-01	5.320003378000000005e+00
-9.510921967639565100e-01	5.340003676000000254e+00
-9.510179193601947523e-01	5.360003974999999699e+00
-5.877240742555899233e-01	5.380002407000000098e+00
9.965131879750934493e-05	5.400003171999999907e+00
5.879208893204171948e-01	5.420005337000000090e+00
9.510840445648924835e-01	5.440002835999999675e+00
9.510260769295221239e-01	5.460003135000000007e+00
5.876624099005313129e-01	5.480004832999999742e+00
-1.026044158949088528e-04	5.500003266000000224e+00
-5.878995422612163235e-01	5.520004496999999510e+00
-9.511845129747318328e-01	5.540013193000000058e+00
-9.510251738026535007e-01	5.560003228000000242e+00
-5.876956063872589286e-01	5.580003526999999686e+00
1.201659186899495252e-04	5.600003824999999935e+00
5.878781947926026152e-01	5.620003656999999819e+00
9.511854146680392974e-01	5.640013286000000292e+00
9.510287959721126505e-01	5.660002855000000110e+00
5.876813721802669477e-01	5.680004086999999480e+00
-1.817411340192089727e-04	5.700005785000000103e+00
-5.930376965806212208e-01	5.720207150000000240e+00
-9.511003483006728043e-01	5.740004515999999946e+00
-9.509327108997774891e-01	5.760012745000000045e+00
-5.876908786172585497e-01	5.780003713000000154e+00
2.725959911690653222e-04	5.800008677000000112e+00
5.879777873982593439e-01	5.820007576000000071e+00
9.511103039219470645e-01	5.840005542000000105e+00
9.510269800482629154e-01	5.860003041999999773e+00
5.877122042596514273e-01	5.880002873999999657e+00
-2.462066137554391114e-04	5.900007836999999533e+00
-5.880275676536810270e-01	5.920009535000000156e+00
-9.537594451541628882e-01	5.940282276999999667e+00
-9.510260769295124650e-01	5.960003135000000007e+00
-5.876386938872717458e-01	5.980005765999999667e+00
1.172442375374933821e-04	6.000003731999999701e+00
5.879351204657391472e-01	6.020005896999999884e+00
9.510894794378628170e-01	6.040003396000000357e+00
9.510251738026613832e-01	6.060003228000000242e+00
5.877074765600783790e-01	6.080003060000000126e+00
-1.787880369860520350e-04	6.100005691000000674e+00
-5.881627178177020188e-01	6.120014853999999893e+00
-9.561358055919969567e-01	6.140537178999999846e+00
-9.407836667845068668e-01	6.161009121000000199e+00
-1.984570704563762000e-01	6.193640696000000112e+00
1.963809555170208262e-04	6.200006251000000468e+00
5.881413753980891945e-01	6.220014013999999314e+00
9.512044162082323728e-01	6.240015245999999571e+00
9.509281715492445830e-01	6.260013211999999605e+00
5.874299559486523270e-01	6.280013977000000303e+00
-4.338225159109698097e-04	6.300013809000000187e+00
-5.878948153569988344e-01	6.320004310999999042e+00
-9.510921967639408559e-01	6.340003675999999366e+00
-9.510224546620399400e-01	6.360003507999999250e+00
-5.875343425157554256e-01	6.380009870999999499e+00
1.143225564124581350e-04	6.400003639000000355e+00
5.878734677977773826e-01	6.420003471000000239e+00
9.511066846924675078e-01	6.440005168999999974e+00
9.510215515026202437e-01	6.460003600999999485e+00
5.876505392474568046e-01	6.480005299999999302e+00
-1.758663558589473712e-04	6.500005598000000440e+00
-5.878995422612210975e-01	6.520004496999999510e+00
-9.510804243879460440e-01	6.540002462999999544e+00
-9.510251738026517243e-01	6.560003228000000242e+00
-5.876837615063226217e-01	6.580003992999999163e+00
9.085485938179942774e-05	6.600002892000000010e+00
5.879019057057701669e-01	6.620004589999999745e+00
9.516592166645463369e-01	6.640062270000000488e+00
9.510197354478130416e-01	6.660003788000000036e+00
5.876220949195504195e-01	6.680006419000000584e+00
-2.550030729181735722e-04	6.700008117000000318e+00
-7.736567021592940518e-01	6.728157445999999986e+00
-9.516421064712186073e-01	6.740060496999999096e+00
-9.510142967986234819e-01	6.760004347999999830e+00
-5.877145935195704496e-01	6.780002779999999341e+00
1.406805185376987970e-04	6.800004477999999075e+00
5.878948153570011659e-01	6.820004310999999042e+00
9.538114130430521698e-01	6.840287781999999872e+00
9.487131793895876575e-01	6.860238630000000448e+00
5.877122042596466533e-01	6.880002873999999657e+00
-3.488110252180721830e-04	6.900011102999999757e+00
-6.858405405160875601e-01	6.924056526000000211e+00
-9.510840445648951480e-01	6.940002836000000563e+00
-9.510079545734575479e-01	6.960005000999999858e+00
-5.876505392474774547e-01	6.980005299999999302e+00
1.172442375717958719e-04	7.000003732000000589e+00
5.878758312977153677e-01	7.020003564000000473e+00
9.526125398672554700e-01	7.040161543999999161e+00
9.510296990664010020e-01	7.060002762000000764e+00
5.876600459475964655e-01	7.080004925999999976e+00
-1.348371563009728800e-04	7.100004292000000383e+00
-5.879019057057954800e-01	7.120004589999999745e+00
-9.587996447114814913e-01	7.140831081999999164e+00
-9.509744205706004427e-01	7.160008453000000550e+00
-5.866611198724981380e-01	7.180044207000000789e+00
1.084477781663074062e-04	7.200003451999999804e+00
5.880702564509219243e-01	7.220011215000000426e+00
9.511229750474259337e-01	7.240006847999999273e+00
9.510142967986225937e-01	7.260004347999999830e+00
5.877145935195451365e-01	7.280002779999999341e+00
-8.205839998454067996e-05	7.300002611999999225e+00
-5.878829471811634066e-01	7.320003843999999482e+00
-9.511012507515187453e-01	7.340004609000000180e+00
-9.510269800482513691e-01	7.360003041999999773e+00
-5.876647738484561678e-01	7.380004739999999508e+00
9.965131880927090562e-05	7.400003172000000795e+00
5.878853106609720491e-01	7.420003936999999716e+00
9.510976311953439621e-01	7.440004235999999160e+00
9.510215515026183564e-01	7.460003600999999485e+00
5.877217104335176190e-01	7.480002500000000332e+00
-7.329335654284830986e-05	7.500002333000000299e+00
-5.879232527196469604e-01	7.520005430000000324e+00
-9.511030653323966355e-01	7.540004796000000731e+00
-9.510296990664088845e-01	7.560002762000000764e+00
-5.875058697992463497e-01	7.580010990999999088e+00
7.621503771066594430e-05	7.600002426000000533e+00
5.878663518536935140e-01	7.620003190999999454e+00
9.511401745567547028e-01	7.640008621000000666e+00
9.509426831438185790e-01	7.660011719000000774e+00
5.875746606717787701e-01	7.680008285000000434e+00
-9.380795651601414522e-05	7.700002986000000327e+00
-5.880465491246905652e-01	7.720010281999999613e+00
-9.510867620381688869e-01	7.740003115999999572e+00
-9.510278928696997980e-01	7.760002947999999456e+00
-5.876552926076282768e-01	7.780005113000000527e+00
8.205839995905935393e-05	7.800002611999999225e+00
5.878829471811427565e-01	7.820003843999999482e+00
9.510921967639522911e-01	7.840003675999999366e+00
9.510269800482592517e-01	7.860003041999999773e+00
5.877122042596418794e-01	7.880002873999999657e+00
-1.289623780694823399e-04	7.900004104999999832e+00
-5.879208893204060926e-01	7.920005337000000090e+00
-9.510749890245463467e-01	7.940001902999999750e+00
-9.509399617717367859e-01	7.960011998999999783e+00
-5.876979702647796566e-01	7.980003433999999451e+00
1.172442375492549428e-04	8.000003731999999701e+00
5.878758312976741784e-01	8.020003563999999585e+00
9.510894794378488282e-01	8.040003395999999469e+00
9.510161129517199496e-01	8.060004160999998390e+00
5.877074765601147943e-01	8.080003059999999238e+00
-1.055260969560847681e-04	8.100003358999998682e+00
-6.435098517113827521e-01	8.122252244999998538e+00
-9.532266989915075817e-01	8.140226015999999731e+00
-9.509381539624731650e-01	8.160012184999999363e+00
-5.870289962980955734e-01	8.180029744999998798e+00
9.380795654737625160e-05	8.200002986000001215e+00
5.879398471987761221e-01	8.220006083000001240e+00
9.510867620381698861e-01	8.240003116000000460e+00
9.510052349668421945e-01	8.260005281000001531e+00
5.876434472979794599e-01	8.280005579000000893e+00
-6.741857830321607557e-05	8.300002146000000636e+00
-5.878473927235723373e-01	8.320002445000000080e+00
-9.510921967639356378e-01	8.340003675999998478e+00
-9.510133935658587889e-01	8.360004441000000952e+00
-5.877122042596855112e-01	8.380002873999998769e+00
1.289623780724227233e-04	8.400004105000000720e+00
5.878378876225589522e-01	8.420002070999998978e+00
9.510795217497649556e-01	8.440002369999998422e+00
9.510124903250137818e-01	8.460004533999999410e+00
5.877098404123614062e-01	8.480002967000000780e+00
-1.172442375806170492e-04	8.500003731999999701e+00
-5.879114102601056269e-01	8.520004963999998182e+00
-9.510849568676930099e-01	8.540002929999999992e+00
-9.510251738026656021e-01	8.560003227999999353e+00
-5.876956063872905700e-01	8.580003526999998797e+00
1.055260969590251515e-04	8.600003358999998682e+00
5.879137736794772806e-01	8.620005057000000193e+00
9.510813270180157319e-01	8.640002555999998890e+00
9.509608172658035041e-01	8.660009852999998259e+00
5.877050872849448604e-01	8.680003154000001331e+00
-9.380795655031663499e-05	8.700002986000001215e+00
-5.878568723290431564e-01	8.720002818000001099e+00
-9.510822393455344859e-01	8.740002650000000983e+00
-9.510278928696980216e-01	8.760002948000000345e+00
-5.876552926076235028e-01	8.780005113000001415e+00
6.741857830615647252e-05	8.800002146000000636e+00
5.879066579931465641e-01	8.820004777000001184e+00
9.511148350519430528e-01	8.840006008999999665e+00
9.510224546620441588e-01	8.860003507999998362e+00
5.877240742556192332e-01	8.880002406999999209e+00
-2.033805388303178141e-02	8.900647424999998947e+00
-5.880038594177445788e-01	8.920008601999999343e+00
-9.510976311953466267e-01	8.940004236000000049e+00
-9.510124903250304351e-01	8.960004533999999410e+00
-5.876386938872114607e-01	8.980005766000001444e+00
1.026044158586481719e-04	9.000003266000000224e+00
5.878758312976789524e-01	9.020003563999999585e+00
9.511754665053868685e-01	9.040012260000001021e+00
9.505802216399421578e-01	9.060048945999998438e+00
5.876956063873342018e-01	9.080003526999998797e+00
-1.055260969619655485e-04	9.100003358999998682e+00
-5.880204781055324847e-01	9.120009255999999453e+00
-9.511084991750401452e-01	9.140005355999999637e+00
-9.510287959721326345e-01	9.160002854999998334e+00
-5.877050872848964547e-01	9.180003154000001331e+00
7.913671891507586284e-05	9.200002519000001655e+00
5.878568723289996356e-01	9.220002818000001099e+00
9.510912942316623875e-01	9.240003583000000020e+00
9.510233578133272525e-01	9.260003414999999904e+00
5.876434472979746859e-01	9.280005579000000893e+00
-6.741857830909685591e-05	9.300002146000000636e+00
-5.879777873982070524e-01	9.320007575999998295e+00
-9.511103039219446220e-01	9.340005542000000105e+00
-9.510088578550714988e-01	9.360004908000000512e+00
-5.876647738484467309e-01	9.380004740000000396e+00
9.965131882103246631e-05	9.400003172000001683e+00
5.878734677977917045e-01	9.420003471000001127e+00
9.510930992881290180e-01	9.440003769000000489e+00
9.510215515026060329e-01	9.460003601000000373e+00
5.876861254089322806e-01	9.480003899999999817e+00
-1.026044158615885553e-04	9.500003266000000224e+00
-5.878876995494140001e-01	9.520004030999999145e+00
-9.510804243879514841e-01	9.540002463000000432e+00
-9.510206386235596776e-01	9.560003694999998913e+00
-5.877074765601076889e-01	9.580003059999999238e+00
1.055260969649059319e-04	9.600003358999998682e+00
5.880086112697328060e-01	9.620008788999999894e+00
9.511356542722207985e-01	9.640008155000000301e+00
9.510242609564922844e-01	9.660003322000001447e+00
5.875509427907443794e-01	9.680009217999998583e+00
-7.913671891801624624e-05	9.700002519000001655e+00
-5.879161370937890929e-01	9.720005149999998650e+00
-9.510867620381725507e-01	9.740003116000000460e+00
-9.510278928696961342e-01	9.760002948000000345e+00
-5.877027234226035457e-01	9.780003246999999789e+00
1.113694592825001985e-04	9.800003544999999150e+00
5.880370711347741031e-01	9.820009908999999482e+00
9.510967287119604929e-01	9.840004143000001591e+00
9.510269800482643587e-01	9.860003041999998885e+00
5.877240742556145703e-01	9.880002406999999209e+00
-1.582734372277184477e-04	9.900005037999999757e+00
-5.880987147389744596e-01	9.920012334999999126e+00
-9.511428905094889696e-01	9.940008900999998787e+00
-9.510079545734608786e-01	9.960005000999998970e+00
-5.877098404123543007e-01	9.980002967000000780e+00
8.793317823807506950e-05	1.000000279900000066e+01
5.907176109278211573e-01	1.002011552700000152e+01
9.510894794378524919e-01	1.004000339599999947e+01
9.510296990664131034e-01	1.006000276199999988e+01
5.877193211888949165e-01	1.008000259399999976e+01
-4.279477381629580865e-04	1.010001362199999875e+01
-5.878781947926470242e-01	1.012000365700000160e+01
-9.510949140164669524e-01	1.014000395600000104e+01
-9.510197354478154841e-01	1.016000378800000092e+01
-5.876932425047801667e-01	1.018000362000000081e+01
1.377588374106146517e-04	1.020000438499999973e+01
5.879042945586265834e-01	1.022000468399999917e+01
9.510822393455548029e-01	1.024000265000000098e+01
9.510278928696952461e-01	1.026000294800000034e+01
5.865400619990243092e-01	1.028004896499999887e+01
-1.113694593422840144e-04	1.030000354499999915e+01
-5.878829471811316543e-01	1.032000384399999859e+01
-9.510921967639393015e-01	1.034000367599999848e+01
-9.509544716666546993e-01	1.036001050599999829e+01
-5.877359187078452507e-01	1.038000194099999973e+01
9.965131882691324666e-05	1.040000317200000168e+01
5.878853106609862600e-01	1.042000393700000060e+01
9.510840445649015873e-01	1.044000283600000145e+01
9.510260769295042493e-01	1.046000313500000090e+01
5.876979702647677772e-01	1.048000343400000034e+01
-1.465552967293259066e-04	1.050000466499999874e+01
-5.878876995494186630e-01	1.052000403099999915e+01
-9.510940115086011781e-01	1.054000386299999903e+01
-9.510251738026619384e-01	1.056000322799999935e+01
-5.876956063873270963e-01	1.058000352699999880e+01
7.621503764304315704e-05	1.060000242599999964e+01
5.881390124620865523e-01	1.062001392099999819e+01
9.511808964242495223e-01	1.064001281999999904e+01
9.510106741064593416e-01	1.066000472099999996e+01
5.873730298810814210e-01	1.068001621599999851e+01
-9.380795650523477682e-05	1.070000298600000121e+01
-5.881058037886048862e-01	1.072001261400000161e+01
-9.511953715370787821e-01	1.074001431299999965e+01
-9.510324180109723802e-01	1.076000248200000087e+01
-5.877264380726326953e-01	1.078000231400000075e+01
1.406805185043784995e-04	1.080000447799999819e+01
5.878711042928449482e-01	1.082000337799999912e+01
9.511736532347614403e-01	1.084001207300000047e+01
9.510315149411320279e-01	1.086000257499999933e+01
5.875461889853798025e-01	1.088000940499999913e+01
-2.608778509778938537e-04	1.090000830399999998e+01
-5.880868487377556297e-01	1.092001186799999957e+01
-9.510840445649024755e-01	1.094000283600000145e+01
-9.509172937715243412e-01	1.096001433100000000e+01
-5.877217104334779840e-01	1.098000250000000122e+01
2.198486520786750460e-04	1.100000699799999992e+01
5.879114102600715430e-01	1.102000496399999818e+01
9.511211705285573803e-01	1.104000666199999969e+01
9.510251738026785917e-01	1.106000322799999935e+01
5.877193211889361057e-01	1.108000259399999976e+01
-1.494769779330855613e-04	1.110000475800000075e+01
-6.419828923526020859e-01	1.112218879899999990e+01
-9.510994458417121322e-01	1.114000442300000060e+01
-9.510333210727287545e-01	1.116000238899999886e+01
-5.877050872848870178e-01	1.118000315400000133e+01
1.084477781898305276e-04	1.120000345200000069e+01
5.879042945585853941e-01	1.122000468399999917e+01
9.510867620381928678e-01	1.124000311600000046e+01
9.510142967986329188e-01	1.126000434799999894e+01
5.876671632101229115e-01	1.128000464599999830e+01
-9.672963761405403216e-05	1.130000307899999967e+01
-5.879185259161608945e-01	1.132000524400000074e+01
-9.510921967639410779e-01	1.134000367599999848e+01
-9.510224546620396069e-01	1.136000350799999836e+01
-5.876647738484831462e-01	1.138000474000000040e+01
9.965131888963744587e-05	1.140000317200000168e+01
